,1-2年以内其它应收款(元),1-2年以内应收帐款(元),1-2年以内预付货款(元),1年以内其它应收款(元),1年以内应收帐款(元),1年以内预付货款(元),2-3年以内其它应收款(元),2-3年以内应收帐款(元),2-3年以内预付货款(元),3年以内其它应收款(元),3年以内应收帐款(元),3年以内预付货款(元),date,id,name,三项费用比重,主营业务利润(元),主营业务利润率(%),主营业务成本率(%),主营业务收入增长率(%),主营利润比重,产权比率(%),净利润增长率(%),净资产增长率(%),净资产报酬率(%),净资产收益率(%),利息支付倍数,加权净资产收益率(%),加权每股收益(元),固定资产净值率(%),固定资产周转率(次),固定资产比重(%),存货周转天数(天),存货周转率(次),应收账款周转天数(天),应收账款周转率(次),总资产(元),总资产净利润率(%),总资产利润率(%),总资产周转天数(天),总资产周转率(次),总资产增长率(%),成本费用利润率(%),扣除非经常性损益后的净利润(元),扣除非经常性损益后的每股收益(元),投资收益率(%),摊薄每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股收益_调整后(元),每股未分配利润(元),每股经营性现金流(元),每股资本公积金(元),流动比率,流动资产周转天数(天),流动资产周转率(次),清算价值比率(%),现金比率(%),现金流量比率(%),短期债券投资(元),短期其它经营性投资(元),短期股票投资(元),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),经营现金净流量对销售收入比率(%),股东权益与固定资产比率(%),股东权益周转率(次),股东权益比率(%),股息发放率(%),股本报酬率(%),营业利润率(%),调整后的每股净资产(元),负债与所有者权益比率(%),资产报酬率(%),资产的经营现金流量回报率(%),资产负债率(%),资本化比率(%),资本固定化比率(%),速动比率,销售净利率(%),销售毛利率(%),长期债券投资(元),长期债务与营运资金比率(%),长期其它经营性投资(元),长期股票投资(元),长期负债比率(%),长期资产与长期资金比率(%),非主营比重
3284,--,--,--,--,--,--,--,--,--,--,--,--,2013-12-31,601988,中国银行,--,-23965000000,--,--,--,-11.263,0,12.5198,11.5996,24.4368,16.98,--,18.04,0.54,69.2236,--,1.1545,--,--,--,--,13874299000000,1.2332,1.1802,--,--,9.4135,143.0799,155733000000,0.56,--,0.5861,3.4417,3.31,0.56,1.1586,0.7977,0.4216,--,--,--,--,--,--,--,--,--,1.3609,0.0173,--,600.2666,--,6.9299,--,84.103,--,--,1343.0193,1.6934,0.0161,93.0701,--,1443.0193,--,--,52.0704,1210531000000,--,--,13368000000,--,--,1.4456
3285,--,--,--,--,--,--,--,--,--,--,--,--,2013-3-31,601988,中国银行,--,-5996000000,--,--,--,-11.0174,0,8.2503,13.3611,4.6117,4.61,--,4.715,0.14,--,--,--,--,--,--,--,13242378000000,0.3211,0.3143,--,--,2.7017,159.7951,39543000000,0.14,--,0.1491,3.233,3.1,0.14,1.012,-0.273,0.4419,--,--,--,--,--,--,--,--,--,-1.831,-0.0062,--,--,--,6.815,--,14.9093,--,--,1367.3483,0.3143,-0.0058,93.185,--,1467.3483,--,--,51.4535,1173855000000,--,--,12573000000,--,--,5.9423
3286,--,--,--,--,--,--,--,--,--,--,--,--,2013-6-30,601988,中国银行,--,-11846000000,--,--,--,-10.7446,0,12.2263,11.9649,9.4967,9.495,--,9.465,0.28,--,--,--,--,--,--,--,13256206000000,0.6491,0.635,--,--,3.3575,160.1089,80300000000,0.29,--,0.3015,3.1751,3.04,0.29,0.9826,-0.9061,0.4278,--,--,--,--,--,--,--,--,--,-3.005,-0.0204,--,--,--,6.6862,--,30.1532,--,--,1395.6237,0.635,-0.0191,93.3138,--,1495.6237,--,--,53.303,1135720000000,--,--,12582000000,--,--,4.2222
3287,--,--,--,--,--,--,--,--,--,--,--,--,2013-9-30,601988,中国银行,--,-17872000000,--,--,--,-11.0167,0,12.4718,11.8314,13.5379,13.52,--,13.995,0.41,--,--,--,--,--,--,--,13624793000000,0.9528,0.9198,--,--,6.9141,151.7237,119768000000,0.43,--,0.4489,3.316,3.19,0.43,1.1238,-0.1571,0.4261,--,--,--,--,--,--,--,--,--,-0.3499,-0.0035,--,--,--,6.7939,--,44.8919,--,--,1371.8988,0.9198,-0.0032,93.2061,--,1471.8988,--,--,52.9392,1187814000000,--,--,13066000000,--,--,0.8753
3288,--,--,--,--,--,--,--,--,--,--,--,--,2014-12-31,601988,中国银行,--,-26224000000,--,--,--,-11.3289,0,8.2185,23.0844,21.5309,14.87,--,17.28,0.58,69.0814,--,1.1369,--,--,--,--,15251382000000,1.2168,1.1618,--,--,9.9254,147.8044,168356000000,0.6,--,0.6137,4.0987,3.7,0.61,1.4125,0.4396,0.453,--,--,--,--,--,--,--,--,--,0.7162,0.009,--,682.512,--,7.7595,--,88.2492,--,--,1188.7461,1.6707,0.0083,92.2405,--,1288.7461,--,--,50.6034,1424463000000,--,--,14379000000,--,--,1.8218
3289,--,--,--,--,--,--,--,--,--,--,--,--,2014-3-31,601988,中国银行,--,-6636000000,--,--,--,-10.8915,0,13.4073,12.1776,4.6622,4.66,--,4.79,0.16,--,--,--,--,--,--,--,15105367000000,0.3257,0.3125,--,--,14.0684,167.013,45196000000,0.16,--,0.169,3.6238,3.48,0.16,1.3194,1.3855,0.429,--,--,--,--,--,--,--,--,--,8.2004,0.0275,--,--,--,6.702,--,16.8951,--,--,1392.0811,0.3125,0.0256,93.298,--,1492.0811,--,--,50.5815,1244576000000,--,--,13747000000,--,--,-1.2178
3290,--,--,--,--,--,--,--,--,--,--,--,--,2014-6-30,601988,中国银行,--,-13226000000,--,--,--,-10.8454,0,10.974,13.5528,9.281,9.29,--,9.285,0.31,--,--,--,--,--,--,--,15469096000000,0.6367,0.6038,--,--,16.6932,166.5165,88785000000,0.32,--,0.3344,3.6027,3.46,0.32,1.2813,1.5856,0.4409,--,--,--,--,--,--,--,--,--,4.7422,0.0306,--,--,--,6.5062,--,33.4362,--,--,1436.9868,0.6038,0.0286,93.4938,--,1536.9868,--,--,51.6886,1300033000000,--,--,14003000000,--,--,1.5047
3291,--,--,--,--,--,--,--,--,--,--,--,--,2014-9-30,601988,中国银行,--,-19699000000,--,--,--,-11.0461,0,9.1633,13.0281,13.075,13.04,--,13.5225,0.45,--,--,--,--,--,--,--,15427957000000,0.9337,0.8867,--,--,13.2344,157.594,130279000000,0.47,--,0.4894,3.7428,3.6,0.47,1.428,1.4835,0.441,--,--,--,--,--,--,--,--,--,3.0313,0.0288,--,--,--,6.7816,--,48.9377,--,--,1374.5858,0.8867,0.0269,93.2184,--,1474.5858,--,--,51.3854,1371457000000,--,--,14149000000,--,--,2.1656
3292,--,--,--,--,--,--,--,--,--,--,--,--,2015-12-31,601988,中国银行,--,-26734000000,--,--,--,-11.5446,0,1.2523,14.718,19.5269,13.09,--,14.53,0.56,68.1647,--,1.091,--,--,--,--,16815597000000,1.119,1.067,--,--,10.2562,143.8803,169647000000,0.56,--,0.6095,4.6116,4.09,0.56,1.6379,2.283,0.4759,--,--,--,--,--,--,--,--,--,3.746,0.0435,--,740.0126,--,8.0735,--,90.0506,--,--,1138.6222,1.5765,0.04,91.9265,--,1238.6222,--,--,48.5696,1790790000000,--,--,10843000000,--,--,5.122
3293,--,--,--,--,--,--,--,--,--,--,--,--,2015-3-31,601988,中国银行,--,-6804000000,--,--,--,-10.8935,0,1.2077,25.65,3.7553,3.73,--,4.2325,0.16,--,--,--,--,--,--,--,16019205000000,0.3055,0.2982,--,--,6.0498,173.9321,45655000000,0.16,--,0.1623,4.321,3.83,0.16,1.5383,1.3593,0.4763,--,--,--,--,--,--,--,--,--,8.3771,0.0271,--,--,--,7.9407,--,16.2266,--,--,1159.3299,0.2982,0.025,92.0593,--,1259.3299,--,--,51.2409,1466085000000,--,--,16161000000,--,--,2.5793
3294,--,--,--,--,--,--,--,--,--,--,--,--,2015-6-30,601988,中国银行,--,-13549000000,--,--,--,-10.8843,0,1.6883,25.9021,7.496,7.44,--,8.155,0.31,--,--,--,--,--,--,--,16298593000000,0.6021,0.5828,--,--,5.3623,170.332,90129000000,0.31,--,0.3227,4.3044,3.81,0.31,1.4998,2.2671,0.4763,--,--,--,--,--,--,--,--,--,7.0262,0.0444,--,--,--,7.7746,--,32.2656,--,--,1186.2412,0.5828,0.0409,92.2254,--,1286.2412,--,--,51.7559,1614981000000,--,--,17579000000,--,--,4.1604
3295,--,--,--,--,--,--,--,--,--,--,--,--,2015-9-30,601988,中国银行,--,-20392000000,--,--,--,-11.4307,0,0.7866,25.1185,10.5323,10.45,--,11.265,0.43,--,--,--,--,--,--,--,16672018000000,0.8638,0.827,--,--,8.0637,154.8993,130993000000,0.43,--,0.4683,4.4467,3.94,0.43,1.6213,1.8187,0.4759,--,--,--,--,--,--,--,--,--,3.8834,0.0349,--,--,--,7.8518,--,46.8341,--,--,1173.586,0.827,0.0321,92.1482,--,1273.586,--,--,49.895,1691177000000,--,--,18123000000,--,--,3.6974
3296,--,--,--,--,--,--,--,--,--,--,--,--,2016-12-31,601988,中国银行,--,-9810000000,--,--,--,-4.4107,0,2.5828,9.5379,18.6988,11.66,--,12.58,0.54,67.5778,--,1.0797,--,--,--,--,18148889000000,1.0528,1.0141,--,--,7.9289,152.724,143841000000,0.47,--,0.6252,5.0515,4.46,0.54,1.9034,0.6185,0.4823,--,--,--,--,--,--,--,--,--,0.9893,0.0109,--,758.8675,--,8.1938,--,94.4567,--,--,1120.4281,1.5322,0.01,91.8062,--,1220.4281,--,--,45.4916,1843043000000,--,--,14059000000,--,--,21.3788
3297,--,--,--,--,--,--,--,--,--,--,--,--,2016-3-31,601988,中国银行,--,-6765000000,--,--,--,-10.7548,0,1.8087,10.2917,3.4665,3.46,--,3.6925,0.15,--,--,--,--,--,--,--,17039969000000,0.2873,0.2854,--,--,6.3721,170.0238,46347000000,0.15,--,0.1652,4.7657,4.24,0.15,1.7893,-0.5118,0.4759,--,--,--,--,--,--,--,--,--,-3.098,-0.0096,--,--,--,8.2333,--,16.52,--,--,1114.5753,0.2854,-0.0088,91.7667,--,1214.5753,--,--,50.9066,1750263000000,--,--,11632000000,--,--,7.704
3298,--,--,--,--,--,--,--,--,--,--,--,--,2016-6-30,601988,中国银行,--,-7565000000,--,--,--,-5.8364,0,12.9724,12.0865,7.5553,6.9,--,7.39,0.31,--,--,--,--,--,--,--,17601267000000,0.6236,0.6097,--,--,7.9926,182.3922,74065000000,0.25,--,0.3645,4.8246,4.24,0.31,1.7757,0.1166,0.4814,--,--,--,--,--,--,--,--,--,0.3199,0.0021,--,--,--,8.0693,--,36.4512,--,--,1139.2614,0.6097,0.002,91.9307,--,1239.2614,--,--,49.1033,1789746000000,--,--,12441000000,--,--,29.9891
3299,--,--,--,--,--,--,--,--,--,--,--,--,2016-9-30,601988,中国银行,--,-8314000000,--,--,--,-4.5453,0,9.925,11.9047,10.346,9.7,--,10.245,0.44,--,--,--,--,--,--,--,17857503000000,0.8742,0.8487,--,--,7.1106,172.4107,115307000000,0.37,--,0.5148,4.9761,4.38,0.44,1.8992,-0.179,0.4814,--,--,--,--,--,--,--,--,--,-0.3476,-0.0032,--,--,--,8.2033,--,51.4824,--,--,1119.0246,0.8487,-0.003,91.7967,--,1219.0246,--,--,49.1151,1814401000000,--,--,13325000000,--,--,22.7533
3300,--,--,--,--,--,--,--,--,--,--,--,--,2017-12-31,601988,中国银行,--,-3604000000,--,--,--,-1.8926,0,2.3602,6.6133,9.9332,9.82,--,10.26,0.47,--,--,--,--,--,--,--,19422438000000,0.8258,0.7987,--,--,8.7635,188.2006,143485000000,0.46,--,0.527,5.3052,4.69,0.47,2.2029,1.2863,0.4817,--,--,--,--,--,--,--,--,--,2.4408,0.0212,--,--,--,8.0411,--,52.6975,--,--,1143.6099,0.7987,0.0195,91.9589,--,1243.6099,--,--,52.1636,2083531000000,--,--,16137000000,--,--,5.1343
3301,--,--,--,--,--,--,--,--,--,--,--,--,2017-6-30,601988,中国银行,--,-1205000000,--,--,--,-1.8644,0,3.4832,8.9579,3.2923,3.21,--,3.435,0.15,--,--,--,--,--,--,--,18917549000000,0.2716,0.266,--,--,11.0187,199.0729,45064000000,0.15,--,0.171,5.1926,4.59,0.15,2.0558,1.3067,0.4831,--,--,--,--,--,--,--,--,--,7.6438,0.0221,--,--,--,8.0805,--,17.0955,--,--,1137.5476,0.266,0.0203,91.9195,--,1237.5476,--,--,49.7421,1957147000000,--,--,15707000000,--,--,7.4343
3302,--,--,--,--,--,--,--,--,--,--,--,--,2017-9-30,601988,中国银行,--,-2456000000,--,--,--,-1.7496,0,3.0203,7.5737,7.2355,7.14,--,7.6,0.35,--,--,--,--,--,--,--,19425980000000,0.5884,0.5691,--,--,10.3669,214.3994,101717000000,0.34,--,0.3755,5.19,4.59,0.35,2.0806,2.1118,0.4831,--,--,--,--,--,--,--,--,--,5.6237,0.0347,--,--,--,7.8651,--,37.5522,--,--,1171.4403,0.5691,0.032,92.1349,--,1271.4403,--,--,56.3834,2060889000000,--,--,16142000000,--,--,5.9938
3303,--,--,--,--,--,--,--,--,--,--,--,--,2006-12-31,601989,中国重工,12.8529,1538095014.75,19.2781,80.1509,--,230.7642,--,--,--,--,--,867.903,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.9277,402488185.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.5292,--,--,--,--,--,--,--,--,6.756,19.8491,--,--,--,--,--,--,24.7108
3304,--,--,--,--,--,--,--,--,--,--,--,--,2007-12-31,601989,中国重工,10.7912,2092117568.4,18.34,81.1012,42.9776,192.6656,--,62.747,--,--,--,1610.7113,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,10.2963,740755521.76,0,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,7.7761,0,--,--,--,--,--,--,--,7.6901,18.8988,--,--,--,--,--,--,22.0637
3305,--,--,--,--,--,--,--,--,--,--,--,--,2008-12-31,601989,中国重工,9.5141,2707625681.02,16.8606,82.6133,40.7763,184.1556,365.2887,40.6132,--,72.9459,24.94,31303.7797,0.2622,0.26,59.3727,0.6233,13.6893,167.0379,2.1552,48.4868,7.4247,25766269689.79,4.7873,4.7873,577.571,0.6233,--,9.8816,1164910199.05,0.25,11.5992,0.2622,--,1.0513,0.26,--,--,--,1.0802,4.1565,86.6115,133.732,41.3371,16.4603,--,--,--,2.2904,0.1361,0.1759,141.7476,3.2119,19.4043,0.157,--,7.5242,--,415.3502,14.1546,0.1097,80.5957,18.0227,144.5065,0.7216,7.6812,17.3867,280000,0.7983,0,402224798.04,4.266,118.4625,20.9918
3306,94287613.74,442640693.47,349765431.03,--,--,--,35289456.26,55911812.72,10416611.24,12468914.63,109297639.75,--,2009-12-31,601989,中国重工,9.6804,3261501018.39,17.5706,81.8983,15.5889,181.4217,87.8773,22.0552,313.9375,20.1295,7.24,3256.2296,23.27,0.31,59.7505,4.9654,9.4505,136.1419,2.6443,54.6332,6.5894,41789819797.44,4.4573,3.6027,655.141,0.5495,62.1881,10.5145,1430520004.55,0.3,8.3657,0.2264,3.1117,3.09,0.31,0.3292,-0.1083,1.756,2.2876,504.7672,0.7132,222.2153,145.347,-4.9167,--,--,--,-0.4784,-0.0341,-0.0388,524.0307,1.4448,49.5237,0.0128,62.6367,7.8542,--,101.9234,9.9689,-0.0172,50.4763,14.5994,40.0034,1.9229,8.1109,18.1017,280000,0.1876,0,375286151.33,8.4662,34.1631,20.7122
3307,--,--,--,--,--,--,--,--,--,--,--,--,2009-3-31,601989,中国重工,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
3308,23269208.79,92220656.25,144906100,--,--,--,13851791.28,30535707.37,2023300,9637229.54,63564741.2,--,2009-6-30,601989,中国重工,8.9576,1378853729.7,16.3523,83.1378,--,165.28,353.2364,--,--,58.3565,12.67,2681.6732,0,0.15,58.27,2.3853,12.7701,152.1555,1.183,54.3823,3.3099,27743691644.62,2.5881,2.4959,571.066,0.3152,--,10.6837,671867273.45,0.14,5.568,0.1477,--,1.17,0.15,--,--,--,1.2685,415.1292,0.4336,135.1388,52.8012,-1.9654,--,--,--,-0.4555,-0.0142,-0.0374,156.2119,1.6009,19.9484,0.0075,--,7.7734,0,401.293,11.6412,-0.0114,80.0516,38.761,133.499,0.9136,8.2121,16.8622,280000,0.813,0,389163639.56,12.6263,81.7534,24.0719
3309,--,--,--,--,--,--,--,--,--,--,--,--,2009-9-30,601989,中国重工,8.9905,2199872756.29,16.8397,82.6692,--,175.7959,--,--,--,--,--,2971.9157,--,0.2255,--,--,--,--,--,--,--,--,--,--,--,--,--,10.3951,--,--,--,--,--,--,0.2255,--,--,--,--,--,--,--,--,--,--,--,--,-0.8869,--,-0.0718,--,5.2257,--,--,--,8.1299,--,--,--,--,--,--,--,--,8.1005,17.3308,--,--,--,--,--,--,17.222
3310,33942251.6,536008965.31,194490794.07,--,--,--,63136048.81,147118709.82,101439360.97,42051487.12,120053580.27,--,2010-12-31,601989,中国重工,9.7097,3913358847.38,19.115,80.3246,10.2918,199.2739,79.3476,7.4738,11.5697,20.0797,7,-1766.3565,7.42,0.24,60.6136,4.7642,10.5533,120.8662,2.9785,83.9983,4.2858,44015653106.29,3.7715,3.6762,754.4007,0.4772,5.3263,10.5882,1551921597.38,0.23,--,0.2433,3.4717,3.43,0.24,0.5172,-0.1691,1.8984,2.1727,594.55,0.6055,232.7006,119.6265,-7.1624,--,--,--,-0.6949,-0.0537,-0.0549,497.09,0.9351,52.4594,0.0113,69.7107,9.2734,--,90.6238,10.5337,-0.0255,47.5406,10.1974,42.8989,1.8096,7.9037,19.6754,280000,0.1424,--,400547645.29,5.957,38.5243,5.7769
3311,--,--,--,--,--,--,--,--,--,--,--,--,2010-3-31,601989,中国重工,10.2839,795762015.05,19.782,79.7025,--,205.4013,82.9813,--,--,1.5235,1.51,3132.8903,1.52,0.0475,--,2.0371,0,150.1001,0.5996,90.0991,0.9989,41376734018.16,0.7705,0.7743,930.7135,0.0967,--,10.6416,--,0.0466,0.1023,0.0482,3.1618,3.14,0.0475,0.3767,-0.1428,1.7579,2.3284,741.9621,0.1213,229.2069,135.451,-6.743,--,--,--,-2.9638,-0.0467,-0.2361,--,0.1928,50.823,0.0537,4.8171,9.4337,--,96.7612,0.7743,-0.0229,49.177,13.805,40.8415,1.9483,7.9645,20.2975,280000,0.18,0,383786840.47,8.1398,35.2033,2.1475
3312,85402284.12,271396900.73,214315359.18,--,--,--,34247901.66,41862502.54,4711351.89,12277243.02,109144826.3,--,2010-6-30,601989,中国重工,9.3923,1763775797.68,19.9605,79.5227,4.7929,179.9589,83.0916,16.1546,293.0405,16.7739,3.69,-4846.8091,3.69,0.12,59.0277,2.1961,9.6924,141.2429,1.2744,87.3362,2.061,42279302898.34,1.9135,1.9024,856.3273,0.2102,52.3925,12.4024,774754877.11,0.12,6.0199,0.1209,3.2706,3.25,0.12,0.4047,-0.2225,1.8358,2.1937,682.8528,0.2636,226.3044,124.0739,-9.6797,--,--,--,-1.84,-0.0721,-0.1675,530.8225,0.4163,51.4496,0.3892,54.8601,10.7893,--,94.3649,8.6301,-0.035,48.5504,11.3496,40.1718,1.8219,9.1025,20.4773,280000,0.1526,0,395165172.29,6.5869,35.6125,5.0923
3313,--,--,--,--,--,--,--,--,--,--,--,--,2010-9-30,601989,中国重工,9.3406,2679800397.72,18.9939,80.4852,8.0008,187.1527,80.8533,14.7288,--,5.4724,5.47,-18252.021,18.95,0.1813,--,--,--,133.8423,2.0173,85.5893,3.1546,42871894004.28,2.8681,2.8319,810.081,0.3333,--,11.2332,--,0.1813,--,0.1825,3.3357,3.31,0.1813,0.4661,-0.1946,1.8384,2.2611,644.3914,0.419,231.3042,121.1557,-8.6515,--,--,--,-1.0662,-0.0626,-0.0917,--,0.658,51.7483,0.0147,18.2542,9.8998,--,93.2431,2.8319,-0.0302,48.2517,11.8276,40.7578,1.8657,8.6052,19.5148,280000,0.1577,--,397425268.65,6.9416,35.9371,5.1438
3314,50764628.36,851507182.42,585812352.98,--,--,--,36681814.41,272228029.99,290803543.77,82823658.17,191366159.56,--,2011-12-31,601989,中国重工,5.7241,8323070347.33,14.3389,85.4106,183.5257,147.4501,275.7721,193.5817,77.3641,31.8506,11.97,-563.8531,12.56,0.32,72.0381,4.463,13.3388,107.162,3.3594,88.4412,4.0705,160185673398.24,4.6527,2.9656,633.2454,0.5685,263.9289,10.6413,4397434012.34,0.31,--,0.3239,2.7921,2.68,0.32,0.7043,-0.6733,0.9189,1.511,492.274,0.7313,138.0976,80.5919,-11.9729,--,--,--,-2.0788,-0.0828,-0.1701,191.6699,1.8127,25.5665,0.0433,88.9306,8.4231,--,291.1361,8.1431,-0.0616,74.4335,42.6528,86.8185,1.2223,8.184,14.7386,--,0.7226,--,924871116.17,19.0155,49.788,14.8025
3315,--,--,--,--,--,--,--,--,--,--,--,--,2011-3-31,601989,中国重工,5.3741,2181837812.19,17.5226,82.2139,209.5349,138.1361,266.6606,310.5141,85.3748,3.3739,3.53,-2120.9724,3.54,0.14,--,--,--,89.268,1.0082,77.5996,1.1598,149447687096.1,1.3597,0.8801,699.3007,0.1287,261.1877,14.4392,--,0.13,--,0.1435,4.2523,4.09,0.14,0.9793,-0.3305,2.0972,1.4148,543.4783,0.1656,139.8615,87.433,-3.6866,--,--,--,-2.3034,-0.0274,-0.2433,--,0.4012,26.0842,0.0541,14.3469,12.2577,--,283.3734,0.8801,-0.0203,73.9158,35.8417,85.1406,1.237,10.5627,17.647,280000,0.6389,--,908507870.85,14.5718,54.6248,4.2312
3316,58229196.67,451587405.25,713844811.69,--,--,--,57471740.62,153668052.49,343805932.11,40506863.07,159715863.4,--,2011-6-30,601989,中国重工,4.9494,4873888376.06,17.1104,82.6204,222.362,123.2041,274.0624,319.4578,81.9854,28.0666,8.69,-1097.7602,8.88,0.36,72.2015,2.3027,12.9983,92.0669,1.9551,80.609,2.233,154595524096.43,3.3974,2.1823,627.6151,0.2868,265.653,15.8106,3095893537.99,0.35,--,0.368,4.3182,4.1472,0.36,0.9752,-0.4327,2.0946,1.5175,490.9984,0.3666,138.6995,86.9042,-4.964,--,--,--,-1.1758,-0.0345,-0.1393,196.9981,0.9089,25.6065,0.0605,121.1975,11.9877,--,290.5265,7.1869,-0.0257,74.3935,41.9228,84.1776,1.2876,11.8441,17.0984,280000,0.691,--,944623869.47,18.4839,48.888,15.3897
3317,--,--,--,--,--,--,--,--,--,--,--,--,2011-9-30,601989,中国重工,5.1829,6634735404.69,16.1808,83.5659,190.626,127.6848,270.7147,261.0054,83.1156,10.7887,11.1,-615.8527,11.57,0.47,--,--,--,101.1766,2.6686,86.5191,3.1207,157433727555.38,4.3514,2.784,663.2277,0.4071,267.219,14.2384,--,0.46,--,0.4781,4.4315,4.26,0.47,1.0878,-0.5504,2.0978,1.6069,518.3337,0.5209,139.3735,91.2065,-6.5747,--,--,--,-1.1512,-0.0432,-0.1231,--,1.2871,25.8045,0.0448,47.8102,10.9506,--,287.5286,2.784,-0.0321,74.1955,44.9958,83.9619,1.3466,10.689,15.6505,--,0.7135,--,932782238.69,21.1092,46.1826,15.0099
3318,30694159.43,2601954008.47,597322985.62,--,--,--,23952818.39,460820201.55,291186545.93,54046544.64,455373164.47,--,2012-12-31,601989,中国重工,7.3297,7638792670.81,13.0575,86.6724,0.7857,173.4071,269.085,-24.9617,8.5269,32.5117,8.56,-691.3286,8.75,0.23,70.2932,2.4828,14.3766,197.9109,1.819,139.4808,2.581,179163993860.47,2.1009,1.9896,1044.0835,0.3448,11.8477,7.9874,2778196506.54,0.19,--,0.243,3.0302,2.85,0.24,0.8702,-0.4886,0.9024,1.3576,794.3513,0.4532,145.2716,68.3828,-7.285,--,--,--,-2.0104,-0.0532,-0.1225,172.5546,1.3701,24.8075,0.0157,98.5169,5.4471,--,303.1046,8.0653,-0.04,75.1925,32.3229,102.6408,1.0329,6.0933,13.3276,--,0.6035,--,1077375683.11,11.8481,69.4643,28.9404
3319,--,--,--,--,--,--,--,--,--,--,--,--,2012-3-31,601989,中国重工,7.0044,2023567068.42,16.4193,83.2558,-1.0215,164.2017,300.0195,-21.9022,7.9209,2.4415,2.6,-1721.2395,2.41,0.0702,--,--,--,235.6638,0.3819,177.305,0.5076,176073090510.66,0.6109,0.5834,1227.8308,0.0733,17.8159,11.0387,--,0.062,--,0.07,2.8682,2.7,0.0702,0.8048,-0.2949,0.8246,1.4041,945.3782,0.0952,135.3325,66.1576,-4.5225,--,--,--,-4.2111,-0.0323,-0.351,--,0.2969,23.8935,0.2636,7.0029,9.4558,--,318.5238,0.5834,-0.0246,76.1065,42.0886,99.3141,1.0912,8.3344,16.7442,--,0.7911,--,1128682563.27,17.3653,57.5141,5.8942
3320,84580270.8,1258977154,793451751.63,--,--,--,43962065,301984750.2,333948498.08,100513931.83,260069545.49,--,2012-6-30,601989,中国重工,6.5507,4599905705.95,15.7611,83.9542,2.4586,153.551,276.9185,-25.0219,9.5119,29.3241,6.28,-3355.826,6.22,0.17,70.7701,1.2683,13.8017,188.4422,0.9552,159.5038,1.1285,178633031961.64,1.4932,1.4161,1044.6895,0.1723,15.5486,11.3057,2438509474.13,0.17,--,0.1725,2.9556,2.79,0.18,0.823,-0.4053,0.9104,1.5488,804.2895,0.2238,144.3467,76.2926,-6.7606,--,--,--,-2.3501,-0.0439,-0.2037,175.838,0.6924,24.2687,0.0897,86.6703,9.2392,--,312.0541,7.1166,-0.0333,75.7313,42.5551,97.901,1.2362,8.6674,16.0458,--,0.6655,--,1094589342.49,17.9782,56.2392,10.944
3321,--,--,--,--,--,--,--,--,--,--,--,--,2012-9-30,601989,中国重工,6.4769,6712778846.09,14.8846,84.8748,9.9868,155.7453,262.7732,-17.917,9.2106,8.1088,8.64,-2765.0963,8.85,0.238,--,--,--,178.5124,1.5125,156.6307,1.7238,176032006589.01,2.1401,2.0437,1006.3362,0.2683,11.8134,10.4343,--,0.235,--,0.2453,3.0248,2.86,0.247,0.8946,-0.6201,0.9055,1.6018,771.8696,0.3498,146.4274,77.7503,-10.9359,--,--,--,-2.5281,-0.0691,-0.2017,--,1.0572,25.2039,0.0163,24.5275,8.496,--,296.7644,2.0437,-0.0517,74.7961,42.9603,96.4995,1.2796,7.9772,15.1252,--,0.6677,--,1112881682.16,18.9827,55.043,12.5242
3322,78781548.65,2742073522.4,924877571.24,--,--,--,19742000.6,1274659777.78,326628070.78,56170554.25,600438196.02,--,2013-12-31,601989,中国重工,8.487,7365141913.67,14.3656,85.3961,-12.3624,215.9608,220.946,-22.413,13.3922,30.1438,6.14,-541.808,6.33,0.19,69.695,1.8871,16.4799,244.3494,1.4733,157.1915,2.2902,173410279719.58,1.5689,1.5949,1237.9642,0.2908,-3.2114,7.0674,2599610094.48,0.18,--,0.1788,3.259,3.0934,0.2,0.948,-0.0859,1.0638,1.3864,913.7056,0.394,150.9298,69.1027,-1.4531,--,--,--,-0.4801,-0.0108,-0.0259,176.355,1.0811,29.0631,0.0194,98.2372,5.6441,--,244.0793,8.7607,-0.0077,70.9369,28.3764,92.6944,1.0854,5.3945,14.4155,--,0.5655,--,1070368783.22,11.5145,66.391,16.9802
